,Short_Ticker,Name,Sector
4564,SCHH,Schwab US REIT ETF,Real Estate
4565,SCHI,Schwab 5-10 Year Corporate Bond ETF,Corporate Bonds
4566,SCHJ,Schwab 1-5 Year Corporate Bond ETF,Corporate Bonds
4567,SCHK,Schwab 1000 Index ETF,Large Cap Growth Equities
4568,SCHM,Schwab US Mid-Cap ETF,Mid Cap Growth Equities
4569,SCHO,Schwab Short-Term U.S. Treasury ETF,Government Bonds
4570,SCHP,Schwab U.S. TIPS ETF,Inflation-Protected Bonds
4571,SCHQ,Schwab Long-Term U.S. Treasury ETF,Government Bonds
4572,SCHR,Schwab Intermediate-Term U.S. Treasury ETF,Government Bonds
4573,SCHV,Schwab U.S. Large-Cap Value ETF,Large Cap Blend Equities
4574,SCHX,Schwab U.S. Large-Cap ETF,Large Cap Growth Equities
4575,SAA,ProShares Ultra SmallCap600,Leveraged Equities
4576,SBB,ProShares Short Small Cap 600,Inverse Equities
4577,SBIO,ALPS Medical Breakthroughs ETF,Health & Biotech Equities
4578,SBM,ProShares Short Basic Materials,Inverse Equities
4579,SBUG,iPath Silver ETN,Precious Metals
4580,SCC,ProShares Ultra Short Consumer Services,Leveraged Equities
4581,SCDL,ETRACS 2x Leveraged U.S. Dividend Factor TR ETN,Leveraged Equities
4582,SCHA,Schwab U.S. Small-Cap ETF,Small Cap Growth Equities
4583,SCHB,Schwab U.S. Broad Market ETF,Large Cap Growth Equities
4584,SCHC,Schwab International Small-Cap Equity ETF,Foreign Small & Mid Cap Equities
4585,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities
4586,SCHE,Schwab Emerging Markets Equity ETF,Emerging Markets Equities
4587,SCHF,Schwab International Equity ETF,Foreign Large Cap Equities
4588,SCHG,Schwab U.S. Large-Cap Growth ETF,Large Cap Growth Equities
4589,SCHH,Schwab US REIT ETF,Real Estate
4590,SCHI,Schwab 5-10 Year Corporate Bond ETF,Corporate Bonds
4591,SCHJ,Schwab 1-5 Year Corporate Bond ETF,Corporate Bonds
4592,SCHK,Schwab 1000 Index ETF,Large Cap Growth Equities
4593,SCHM,Schwab US Mid-Cap ETF,Mid Cap Growth Equities
4594,SCHO,Schwab Short-Term U.S. Treasury ETF,Government Bonds
4595,SCHP,Schwab U.S. TIPS ETF,Inflation-Protected Bonds
4596,SCHQ,Schwab Long-Term U.S. Treasury ETF,Government Bonds
4597,SCHR,Schwab Intermediate-Term U.S. Treasury ETF,Government Bonds
4598,SCHV,Schwab U.S. Large-Cap Value ETF,Large Cap Blend Equities
4599,SCHX,Schwab U.S. Large-Cap ETF,Large Cap Growth Equities
4600,SAA,ProShares Ultra SmallCap600,Leveraged Equities
4601,SBB,ProShares Short Small Cap 600,Inverse Equities
4602,SBIO,ALPS Medical Breakthroughs ETF,Health & Biotech Equities
4603,SBM,ProShares Short Basic Materials,Inverse Equities
4604,SBUG,iPath Silver ETN,Precious Metals
4605,SCC,ProShares Ultra Short Consumer Services,Leveraged Equities
4606,SCDL,ETRACS 2x Leveraged U.S. Dividend Factor TR ETN,Leveraged Equities
4607,SCHA,Schwab U.S. Small-Cap ETF,Small Cap Growth Equities
4608,SCHB,Schwab U.S. Broad Market ETF,Large Cap Growth Equities
4609,SCHC,Schwab International Small-Cap Equity ETF,Foreign Small & Mid Cap Equities
4610,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities
4611,SCHE,Schwab Emerging Markets Equity ETF,Emerging Markets Equities
4612,SCHF,Schwab International Equity ETF,Foreign Large Cap Equities
4613,SCHG,Schwab U.S. Large-Cap Growth ETF,Large Cap Growth Equities
4614,SCHH,Schwab US REIT ETF,Real Estate
4615,SCHI,Schwab 5-10 Year Corporate Bond ETF,Corporate Bonds
4616,SCHJ,Schwab 1-5 Year Corporate Bond ETF,Corporate Bonds
4617,SCHK,Schwab 1000 Index ETF,Large Cap Growth Equities
4618,SCHM,Schwab US Mid-Cap ETF,Mid Cap Growth Equities
4619,SCHO,Schwab Short-Term U.S. Treasury ETF,Government Bonds
4620,SCHP,Schwab U.S. TIPS ETF,Inflation-Protected Bonds
4621,SCHQ,Schwab Long-Term U.S. Treasury ETF,Government Bonds
4622,SCHR,Schwab Intermediate-Term U.S. Treasury ETF,Government Bonds
4623,SCHV,Schwab U.S. Large-Cap Value ETF,Large Cap Blend Equities
4624,SCHX,Schwab U.S. Large-Cap ETF,Large Cap Growth Equities
4625,SAA,ProShares Ultra SmallCap600,Leveraged Equities
4626,SBB,ProShares Short Small Cap 600,Inverse Equities
4627,SBIO,ALPS Medical Breakthroughs ETF,Health & Biotech Equities
4628,SBM,ProShares Short Basic Materials,Inverse Equities
4629,SBUG,iPath Silver ETN,Precious Metals
4630,SCC,ProShares Ultra Short Consumer Services,Leveraged Equities
4631,SCDL,ETRACS 2x Leveraged U.S. Dividend Factor TR ETN,Leveraged Equities
4632,SCHA,Schwab U.S. Small-Cap ETF,Small Cap Growth Equities
4633,SCHB,Schwab U.S. Broad Market ETF,Large Cap Growth Equities
4634,SCHC,Schwab International Small-Cap Equity ETF,Foreign Small & Mid Cap Equities
4635,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities
4636,SCHE,Schwab Emerging Markets Equity ETF,Emerging Markets Equities
4637,SCHF,Schwab International Equity ETF,Foreign Large Cap Equities
4638,SCHG,Schwab U.S. Large-Cap Growth ETF,Large Cap Growth Equities
4639,SCHH,Schwab US REIT ETF,Real Estate
4640,SCHI,Schwab 5-10 Year Corporate Bond ETF,Corporate Bonds
4641,SCHJ,Schwab 1-5 Year Corporate Bond ETF,Corporate Bonds
4642,SCHK,Schwab 1000 Index ETF,Large Cap Growth Equities
4643,SCHM,Schwab US Mid-Cap ETF,Mid Cap Growth Equities
4644,SCHO,Schwab Short-Term U.S. Treasury ETF,Government Bonds
4645,SCHP,Schwab U.S. TIPS ETF,Inflation-Protected Bonds
4646,SCHQ,Schwab Long-Term U.S. Treasury ETF,Government Bonds
4647,SCHR,Schwab Intermediate-Term U.S. Treasury ETF,Government Bonds
4648,SCHV,Schwab U.S. Large-Cap Value ETF,Large Cap Blend Equities
4649,SCHX,Schwab U.S. Large-Cap ETF,Large Cap Growth Equities
4650,SAA,ProShares Ultra SmallCap600,Leveraged Equities
4651,SBB,ProShares Short Small Cap 600,Inverse Equities
4652,SBIO,ALPS Medical Breakthroughs ETF,Health & Biotech Equities
4653,SBM,ProShares Short Basic Materials,Inverse Equities
4654,SBUG,iPath Silver ETN,Precious Metals
4655,SCC,ProShares Ultra Short Consumer Services,Leveraged Equities
4656,SCDL,ETRACS 2x Leveraged U.S. Dividend Factor TR ETN,Leveraged Equities
4657,SCHA,Schwab U.S. Small-Cap ETF,Small Cap Growth Equities
4658,SCHB,Schwab U.S. Broad Market ETF,Large Cap Growth Equities
4659,SCHC,Schwab International Small-Cap Equity ETF,Foreign Small & Mid Cap Equities
4660,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities
4661,SCHE,Schwab Emerging Markets Equity ETF,Emerging Markets Equities
4662,SCHF,Schwab International Equity ETF,Foreign Large Cap Equities
4663,SCHG,Schwab U.S. Large-Cap Growth ETF,Large Cap Growth Equities
4664,SCHH,Schwab US REIT ETF,Real Estate
4665,SCHI,Schwab 5-10 Year Corporate Bond ETF,Corporate Bonds
4666,SCHJ,Schwab 1-5 Year Corporate Bond ETF,Corporate Bonds
4667,SCHK,Schwab 1000 Index ETF,Large Cap Growth Equities
4668,SCHM,Schwab US Mid-Cap ETF,Mid Cap Growth Equities
4669,SCHO,Schwab Short-Term U.S. Treasury ETF,Government Bonds
4670,SCHP,Schwab U.S. TIPS ETF,Inflation-Protected Bonds
4671,SCHQ,Schwab Long-Term U.S. Treasury ETF,Government Bonds
4672,SCHR,Schwab Intermediate-Term U.S. Treasury ETF,Government Bonds
4673,SCHV,Schwab U.S. Large-Cap Value ETF,Large Cap Blend Equities
4674,SCHX,Schwab U.S. Large-Cap ETF,Large Cap Growth Equities
4675,SAA,ProShares Ultra SmallCap600,Leveraged Equities
4676,SBB,ProShares Short Small Cap 600,Inverse Equities
4677,SBIO,ALPS Medical Breakthroughs ETF,Health & Biotech Equities
4678,SBM,ProShares Short Basic Materials,Inverse Equities
4679,SBUG,iPath Silver ETN,Precious Metals
4680,SCC,ProShares Ultra Short Consumer Services,Leveraged Equities
4681,SCDL,ETRACS 2x Leveraged U.S. Dividend Factor TR ETN,Leveraged Equities
4682,SCHA,Schwab U.S. Small-Cap ETF,Small Cap Growth Equities
4683,SCHB,Schwab U.S. Broad Market ETF,Large Cap Growth Equities
4684,SCHC,Schwab International Small-Cap Equity ETF,Foreign Small & Mid Cap Equities
4685,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities
4686,SCHE,Schwab Emerging Markets Equity ETF,Emerging Markets Equities
4687,SCHF,Schwab International Equity ETF,Foreign Large Cap Equities
4688,SCHG,Schwab U.S. Large-Cap Growth ETF,Large Cap Growth Equities
4689,SCHH,Schwab US REIT ETF,Real Estate
4690,SCHI,Schwab 5-10 Year Corporate Bond ETF,Corporate Bonds
4691,SCHJ,Schwab 1-5 Year Corporate Bond ETF,Corporate Bonds
4692,SCHK,Schwab 1000 Index ETF,Large Cap Growth Equities
4693,SCHM,Schwab US Mid-Cap ETF,Mid Cap Growth Equities
4694,SCHO,Schwab Short-Term U.S. Treasury ETF,Government Bonds
4695,SCHP,Schwab U.S. TIPS ETF,Inflation-Protected Bonds
4696,SCHQ,Schwab Long-Term U.S. Treasury ETF,Government Bonds
4697,SCHR,Schwab Intermediate-Term U.S. Treasury ETF,Government Bonds
4698,SCHV,Schwab U.S. Large-Cap Value ETF,Large Cap Blend Equities
4699,SCHX,Schwab U.S. Large-Cap ETF,Large Cap Growth Equities
4700,SAA,ProShares Ultra SmallCap600,Leveraged Equities
4701,SBB,ProShares Short Small Cap 600,Inverse Equities
4702,SBIO,ALPS Medical Breakthroughs ETF,Health & Biotech Equities
4703,SBM,ProShares Short Basic Materials,Inverse Equities
4704,SBUG,iPath Silver ETN,Precious Metals
4705,SCC,ProShares Ultra Short Consumer Services,Leveraged Equities
4706,SCDL,ETRACS 2x Leveraged U.S. Dividend Factor TR ETN,Leveraged Equities
4707,SCHA,Schwab U.S. Small-Cap ETF,Small Cap Growth Equities
4708,SCHB,Schwab U.S. Broad Market ETF,Large Cap Growth Equities
4709,SCHC,Schwab International Small-Cap Equity ETF,Foreign Small & Mid Cap Equities
4710,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities
4711,SCHE,Schwab Emerging Markets Equity ETF,Emerging Markets Equities
4712,SCHF,Schwab International Equity ETF,Foreign Large Cap Equities
4713,SCHG,Schwab U.S. Large-Cap Growth ETF,Large Cap Growth Equities
4714,SCHH,Schwab US REIT ETF,Real Estate
4715,SCHI,Schwab 5-10 Year Corporate Bond ETF,Corporate Bonds
4716,SCHJ,Schwab 1-5 Year Corporate Bond ETF,Corporate Bonds
4717,SCHK,Schwab 1000 Index ETF,Large Cap Growth Equities
4718,SCHM,Schwab US Mid-Cap ETF,Mid Cap Growth Equities
4719,SCHO,Schwab Short-Term U.S. Treasury ETF,Government Bonds
4720,SCHP,Schwab U.S. TIPS ETF,Inflation-Protected Bonds
4721,SCHQ,Schwab Long-Term U.S. Treasury ETF,Government Bonds
4722,SCHR,Schwab Intermediate-Term U.S. Treasury ETF,Government Bonds
4723,SCHV,Schwab U.S. Large-Cap Value ETF,Large Cap Blend Equities
4724,SCHX,Schwab U.S. Large-Cap ETF,Large Cap Growth Equities
4725,SAA,ProShares Ultra SmallCap600,Leveraged Equities
4726,SBB,ProShares Short Small Cap 600,Inverse Equities
4727,SBIO,ALPS Medical Breakthroughs ETF,Health & Biotech Equities
4728,SBM,ProShares Short Basic Materials,Inverse Equities
4729,SBUG,iPath Silver ETN,Precious Metals
4730,SCC,ProShares Ultra Short Consumer Services,Leveraged Equities
4731,SCDL,ETRACS 2x Leveraged U.S. Dividend Factor TR ETN,Leveraged Equities
4732,SCHA,Schwab U.S. Small-Cap ETF,Small Cap Growth Equities
4733,SCHB,Schwab U.S. Broad Market ETF,Large Cap Growth Equities
4734,SCHC,Schwab International Small-Cap Equity ETF,Foreign Small & Mid Cap Equities
4735,SCHD,Schwab US Dividend Equity ETF,Large Cap Blend Equities
4736,SCHE,Schwab Emerging Markets Equity ETF,Emerging Markets Equities
4737,SCHF,Schwab International Equity ETF,Foreign Large Cap Equities
4738,SCHG,Schwab U.S. Large-Cap Growth ETF,Large Cap Growth Equities
4739,SCHH,Schwab US REIT ETF,Real Estate
4740,SCHI,Schwab 5-10 Year Corporate Bond ETF,Corporate Bonds
4741,SCHJ,Schwab 1-5 Year Corporate Bond ETF,Corporate Bonds
4742,SCHK,Schwab 1000 Index ETF,Large Cap Growth Equities
4743,SCHM,Schwab US Mid-Cap ETF,Mid Cap Growth Equities
4744,SCHO,Schwab Short-Term U.S. Treasury ETF,Government Bonds
4745,SCHP,Schwab U.S. TIPS ETF,Inflation-Protected Bonds
4746,SCHQ,Schwab Long-Term U.S. Treasury ETF,Government Bonds
4747,SCHR,Schwab Intermediate-Term U.S. Treasury ETF,Government Bonds
4748,SCHV,Schwab U.S. Large-Cap Value ETF,Large Cap Blend Equities
4749,SCHX,Schwab U.S. Large-Cap ETF,Large Cap Growth Equities
4750,TAAG,Trend Aggregation Growth ETF,All Cap Equities
4751,TACE,Trend Aggregation Conservative ETF,N/A
4752,TADS,Trend Aggregation Dividend Stock ETF,All Cap Equities
4753,TAEQ,Trend Aggregation US ETF,All Cap Equities
4754,TAGS,Teucrium Agricultural Fund,Agricultural Commodities
4755,TAIL,Cambria Tail Risk ETF,Diversified Portfolio
4756,TAN,Invesco Solar ETF,Alternative Energy Equities
4757,TAXF,American Century Diversified Municipal Bond ETF,National Munis
4758,TBF,ProShares Short 20+ Year Treasury,Inverse Bonds
4759,TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF June Series,Total Bond Market
4760,TBT,UltraShort Barclays 20+ Year Treasury,Leveraged Bonds
4761,TBX,ProShares Short 7-10 Year Treasury,Inverse Bonds
4762,TCHP,T. Rowe Price Blue Chip Growth ETF,Large Cap Growth Equities
4763,TCTL,The Premise Capital Frontier Advantage Diversified Tactical ETF,Diversified Portfolio
4764,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Technology Equities
4765,TDSA,Cabana Target Drawdown 5,Diversified Portfolio
4766,TDSB,Cabana Target Drawdown 7 ETF,Diversified Portfolio
4767,TDSC,Cabana Target Drawdown 10 ETF,N/A
4768,TDSD,Cabana Target Drawdown 13 ETF,N/A
4769,TDSE,Cabana Target Drawdown 16 ETF,Diversified Portfolio
4770,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4771,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4772,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Technology Equities
4773,TDVG,T. Rowe Price Dividend Growth ETF,Large Cap Growth Equities
4774,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Technology Equities
4775,TAAG,Trend Aggregation Growth ETF,All Cap Equities
4776,TACE,Trend Aggregation Conservative ETF,N/A
4777,TADS,Trend Aggregation Dividend Stock ETF,All Cap Equities
4778,TAEQ,Trend Aggregation US ETF,All Cap Equities
4779,TAGS,Teucrium Agricultural Fund,Agricultural Commodities
4780,TAIL,Cambria Tail Risk ETF,Diversified Portfolio
4781,TAN,Invesco Solar ETF,Alternative Energy Equities
4782,TAXF,American Century Diversified Municipal Bond ETF,National Munis
4783,TBF,ProShares Short 20+ Year Treasury,Inverse Bonds
4784,TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF June Series,Total Bond Market
4785,TBT,UltraShort Barclays 20+ Year Treasury,Leveraged Bonds
4786,TBX,ProShares Short 7-10 Year Treasury,Inverse Bonds
4787,TCHP,T. Rowe Price Blue Chip Growth ETF,Large Cap Growth Equities
4788,TCTL,The Premise Capital Frontier Advantage Diversified Tactical ETF,Diversified Portfolio
4789,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Technology Equities
4790,TDSA,Cabana Target Drawdown 5,Diversified Portfolio
4791,TDSB,Cabana Target Drawdown 7 ETF,Diversified Portfolio
4792,TDSC,Cabana Target Drawdown 10 ETF,N/A
4793,TDSD,Cabana Target Drawdown 13 ETF,N/A
4794,TDSE,Cabana Target Drawdown 16 ETF,Diversified Portfolio
4795,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4796,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4797,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Technology Equities
4798,TDVG,T. Rowe Price Dividend Growth ETF,Large Cap Growth Equities
4799,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Technology Equities
4800,TAAG,Trend Aggregation Growth ETF,All Cap Equities
4801,TACE,Trend Aggregation Conservative ETF,N/A
4802,TADS,Trend Aggregation Dividend Stock ETF,All Cap Equities
4803,TAEQ,Trend Aggregation US ETF,All Cap Equities
4804,TAGS,Teucrium Agricultural Fund,Agricultural Commodities
4805,TAIL,Cambria Tail Risk ETF,Diversified Portfolio
4806,TAN,Invesco Solar ETF,Alternative Energy Equities
4807,TAXF,American Century Diversified Municipal Bond ETF,National Munis
4808,TBF,ProShares Short 20+ Year Treasury,Inverse Bonds
4809,TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF June Series,Total Bond Market
4810,TBT,UltraShort Barclays 20+ Year Treasury,Leveraged Bonds
4811,TBX,ProShares Short 7-10 Year Treasury,Inverse Bonds
4812,TCHP,T. Rowe Price Blue Chip Growth ETF,Large Cap Growth Equities
4813,TCTL,The Premise Capital Frontier Advantage Diversified Tactical ETF,Diversified Portfolio
4814,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Technology Equities
4815,TDSA,Cabana Target Drawdown 5,Diversified Portfolio
4816,TDSB,Cabana Target Drawdown 7 ETF,Diversified Portfolio
4817,TDSC,Cabana Target Drawdown 10 ETF,N/A
4818,TDSD,Cabana Target Drawdown 13 ETF,N/A
4819,TDSE,Cabana Target Drawdown 16 ETF,Diversified Portfolio
4820,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4821,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4822,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Technology Equities
4823,TDVG,T. Rowe Price Dividend Growth ETF,Large Cap Growth Equities
4824,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Technology Equities
4825,TAAG,Trend Aggregation Growth ETF,All Cap Equities
4826,TACE,Trend Aggregation Conservative ETF,N/A
4827,TADS,Trend Aggregation Dividend Stock ETF,All Cap Equities
4828,TAEQ,Trend Aggregation US ETF,All Cap Equities
4829,TAGS,Teucrium Agricultural Fund,Agricultural Commodities
4830,TAIL,Cambria Tail Risk ETF,Diversified Portfolio
4831,TAN,Invesco Solar ETF,Alternative Energy Equities
4832,TAXF,American Century Diversified Municipal Bond ETF,National Munis
4833,TBF,ProShares Short 20+ Year Treasury,Inverse Bonds
4834,TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF June Series,Total Bond Market
4835,TBT,UltraShort Barclays 20+ Year Treasury,Leveraged Bonds
4836,TBX,ProShares Short 7-10 Year Treasury,Inverse Bonds
4837,TCHP,T. Rowe Price Blue Chip Growth ETF,Large Cap Growth Equities
4838,TCTL,The Premise Capital Frontier Advantage Diversified Tactical ETF,Diversified Portfolio
4839,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Technology Equities
4840,TDSA,Cabana Target Drawdown 5,Diversified Portfolio
4841,TDSB,Cabana Target Drawdown 7 ETF,Diversified Portfolio
4842,TDSC,Cabana Target Drawdown 10 ETF,N/A
4843,TDSD,Cabana Target Drawdown 13 ETF,N/A
4844,TDSE,Cabana Target Drawdown 16 ETF,Diversified Portfolio
4845,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4846,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4847,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Technology Equities
4848,TDVG,T. Rowe Price Dividend Growth ETF,Large Cap Growth Equities
4849,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Technology Equities
4850,TAAG,Trend Aggregation Growth ETF,All Cap Equities
4851,TACE,Trend Aggregation Conservative ETF,N/A
4852,TADS,Trend Aggregation Dividend Stock ETF,All Cap Equities
4853,TAEQ,Trend Aggregation US ETF,All Cap Equities
4854,TAGS,Teucrium Agricultural Fund,Agricultural Commodities
4855,TAIL,Cambria Tail Risk ETF,Diversified Portfolio
4856,TAN,Invesco Solar ETF,Alternative Energy Equities
4857,TAXF,American Century Diversified Municipal Bond ETF,National Munis
4858,TBF,ProShares Short 20+ Year Treasury,Inverse Bonds
4859,TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF June Series,Total Bond Market
4860,TBT,UltraShort Barclays 20+ Year Treasury,Leveraged Bonds
4861,TBX,ProShares Short 7-10 Year Treasury,Inverse Bonds
4862,TCHP,T. Rowe Price Blue Chip Growth ETF,Large Cap Growth Equities
4863,TCTL,The Premise Capital Frontier Advantage Diversified Tactical ETF,Diversified Portfolio
4864,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Technology Equities
4865,TDSA,Cabana Target Drawdown 5,Diversified Portfolio
4866,TDSB,Cabana Target Drawdown 7 ETF,Diversified Portfolio
4867,TDSC,Cabana Target Drawdown 10 ETF,N/A
4868,TDSD,Cabana Target Drawdown 13 ETF,N/A
4869,TDSE,Cabana Target Drawdown 16 ETF,Diversified Portfolio
4870,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4871,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4872,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Technology Equities
4873,TDVG,T. Rowe Price Dividend Growth ETF,Large Cap Growth Equities
4874,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Technology Equities
4875,TAAG,Trend Aggregation Growth ETF,All Cap Equities
4876,TACE,Trend Aggregation Conservative ETF,N/A
4877,TADS,Trend Aggregation Dividend Stock ETF,All Cap Equities
4878,TAEQ,Trend Aggregation US ETF,All Cap Equities
4879,TAGS,Teucrium Agricultural Fund,Agricultural Commodities
4880,TAIL,Cambria Tail Risk ETF,Diversified Portfolio
4881,TAN,Invesco Solar ETF,Alternative Energy Equities
4882,TAXF,American Century Diversified Municipal Bond ETF,National Munis
4883,TBF,ProShares Short 20+ Year Treasury,Inverse Bonds
4884,TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF June Series,Total Bond Market
4885,TBT,UltraShort Barclays 20+ Year Treasury,Leveraged Bonds
4886,TBX,ProShares Short 7-10 Year Treasury,Inverse Bonds
4887,TCHP,T. Rowe Price Blue Chip Growth ETF,Large Cap Growth Equities
4888,TCTL,The Premise Capital Frontier Advantage Diversified Tactical ETF,Diversified Portfolio
4889,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Technology Equities
4890,TDSA,Cabana Target Drawdown 5,Diversified Portfolio
4891,TDSB,Cabana Target Drawdown 7 ETF,Diversified Portfolio
4892,TDSC,Cabana Target Drawdown 10 ETF,N/A
4893,TDSD,Cabana Target Drawdown 13 ETF,N/A
4894,TDSE,Cabana Target Drawdown 16 ETF,Diversified Portfolio
4895,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4896,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4897,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Technology Equities
4898,TDVG,T. Rowe Price Dividend Growth ETF,Large Cap Growth Equities
4899,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Technology Equities
4900,TAAG,Trend Aggregation Growth ETF,All Cap Equities
4901,TACE,Trend Aggregation Conservative ETF,N/A
4902,TADS,Trend Aggregation Dividend Stock ETF,All Cap Equities
4903,TAEQ,Trend Aggregation US ETF,All Cap Equities
4904,TAGS,Teucrium Agricultural Fund,Agricultural Commodities
4905,TAIL,Cambria Tail Risk ETF,Diversified Portfolio
4906,TAN,Invesco Solar ETF,Alternative Energy Equities
4907,TAXF,American Century Diversified Municipal Bond ETF,National Munis
4908,TBF,ProShares Short 20+ Year Treasury,Inverse Bonds
4909,TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF June Series,Total Bond Market
4910,TBT,UltraShort Barclays 20+ Year Treasury,Leveraged Bonds
4911,TBX,ProShares Short 7-10 Year Treasury,Inverse Bonds
4912,TCHP,T. Rowe Price Blue Chip Growth ETF,Large Cap Growth Equities
4913,TCTL,The Premise Capital Frontier Advantage Diversified Tactical ETF,Diversified Portfolio
4914,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Technology Equities
4915,TDSA,Cabana Target Drawdown 5,Diversified Portfolio
4916,TDSB,Cabana Target Drawdown 7 ETF,Diversified Portfolio
4917,TDSC,Cabana Target Drawdown 10 ETF,N/A
4918,TDSD,Cabana Target Drawdown 13 ETF,N/A
4919,TDSE,Cabana Target Drawdown 16 ETF,Diversified Portfolio
4920,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4921,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4922,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Technology Equities
4923,TDVG,T. Rowe Price Dividend Growth ETF,Large Cap Growth Equities
4924,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Technology Equities
4925,TAAG,Trend Aggregation Growth ETF,All Cap Equities
4926,TACE,Trend Aggregation Conservative ETF,N/A
4927,TADS,Trend Aggregation Dividend Stock ETF,All Cap Equities
4928,TAEQ,Trend Aggregation US ETF,All Cap Equities
4929,TAGS,Teucrium Agricultural Fund,Agricultural Commodities
4930,TAIL,Cambria Tail Risk ETF,Diversified Portfolio
4931,TAN,Invesco Solar ETF,Alternative Energy Equities
4932,TAXF,American Century Diversified Municipal Bond ETF,National Munis
4933,TBF,ProShares Short 20+ Year Treasury,Inverse Bonds
4934,TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF June Series,Total Bond Market
4935,TBT,UltraShort Barclays 20+ Year Treasury,Leveraged Bonds
4936,TBX,ProShares Short 7-10 Year Treasury,Inverse Bonds
4937,TCHP,T. Rowe Price Blue Chip Growth ETF,Large Cap Growth Equities
4938,TCTL,The Premise Capital Frontier Advantage Diversified Tactical ETF,Diversified Portfolio
4939,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Technology Equities
4940,TDSA,Cabana Target Drawdown 5,Diversified Portfolio
4941,TDSB,Cabana Target Drawdown 7 ETF,Diversified Portfolio
4942,TDSC,Cabana Target Drawdown 10 ETF,N/A
4943,TDSD,Cabana Target Drawdown 13 ETF,N/A
4944,TDSE,Cabana Target Drawdown 16 ETF,Diversified Portfolio
4945,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4946,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Inflation-Protected Bonds
4947,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Technology Equities
4948,TDVG,T. Rowe Price Dividend Growth ETF,Large Cap Growth Equities
4949,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Technology Equities
4950,TAAG,Trend Aggregation Growth ETF,All Cap Equities
4951,TACE,Trend Aggregation Conservative ETF,N/A
