Symbol,Name,Sector
CFG^E,Citizens Financial Group Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series E,
CFIV,CF Acquisition Corp. IV Class A common stock,Finance
CFIVU,CF Acquisition Corp. IV Unit,Finance
CFIVW,CF Acquisition Corp. IV Warrant,Finance
CFMS,Conformis Inc. Common Stock,Health Care
CFR,Cullen/Frost Bankers Inc. Common Stock,Finance
CFR^B,Cullen/Frost Bankers Inc. Depositary Shares each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock Series B,
CFRX,ContraFect Corporation Common Stock,Health Care
CFVIU,CF Acquisition Corp. VI Unit,Finance
CFX,Colfax Corporation Common Stock,Capital Goods
CFXA,Colfax Corporation 5.75% Tangible Equity Units,Capital Goods
CG,The Carlyle Group Inc. Common Stock,Finance
CGA,China Green Agriculture Inc. Common Stock,Basic Industries
CGBD,TCG BDC Inc. Common Stock,
CGC,Canopy Growth Corporation Common Shares,Consumer Durables
CGEM,Cullinan Oncology Inc. Common Stock,Health Care
CGEN,Compugen Ltd. Ordinary Shares,Health Care
CGIX,Cancer Genetics Inc. Common Stock,Health Care
CGNT,Cognyte Software Ltd. Ordinary Shares,Technology
CGNX,Cognex Corporation Common Stock,Capital Goods
CGO,Calamos Global Total Return Fund Common Stock,
CGRO,Collective Growth Corporation Class A Common Stock,Finance
CGROU,Collective Growth Corporation Unit,Finance
CGROW,Collective Growth Corporation Warrant,Finance
CHAQ,Chardan Healthcare Acquisition 2 Corp. Common Stock,Finance
CHCI,Comstock Holding Companies Inc. Class A Common Stock,Finance
CHCO,City Holding Company Common Stock,Finance
CHCT,Community Healthcare Trust Incorporated Common Stock,Consumer Services
CHD,Church & Dwight Company Inc. Common Stock,Basic Industries
CHDN,Churchill Downs Incorporated Common Stock,Consumer Services
CHE,Chemed Corp,Health Care
CHEF,The Chefs' Warehouse Inc. Common Stock,Consumer Non-Durables
CHEK,Check-Cap Ltd. Ordinary Share,Health Care
CHEKZ,Check-Cap Ltd. Series C Warrant,Health Care
CHFS,CHF Solutions Inc. Common Stock,Health Care
CHFW,Consonance-HFW Acquisition Corp. Class A Ordinary Shares,
CHGG,Chegg Inc. Common Stock,Consumer Services
CHH,Choice Hotels International Inc. Common Stock,Consumer Services
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,
CHK,Chesapeake Energy Corporation Common Stock,Energy
CHKEL,Chesapeake Energy Corporation Class C Warrants,Energy
CHKEW,Chesapeake Energy Corporation Class A Warrants,Energy
CHKEZ,Chesapeake Energy Corporation Class B Warrants,Energy
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,Technology
CHMA,Chiasma Inc. Common Stock,Health Care
CHMG,Chemung Financial Corp Common Stock,Finance
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,Consumer Services
CHMI^A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,
CHMI^B,Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,
CHN,China Fund Inc. (The) Common Stock,
CHNG,Change Healthcare Inc. Common Stock,Technology
CHNGU,Change Healthcare Inc. Tangible Equity Units,Technology
CHNR,China Natural Resources Inc. Common Stock,Basic Industries
CHPM,CHP Merger Corp. Class A Common Stock,Finance
CHPMU,CHP Merger Corp. Unit,Finance
CHPMW,CHP Merger Corp. Warrant,Finance
CHPT,ChargePoint Holdings Inc. Common Stock,Capital Goods
CHRA,Charah Solutions Inc. Common Stock,Basic Industries
CHRS,Coherus BioSciences Inc. Common Stock,Health Care
CHRW,C.H. Robinson Worldwide Inc. Common Stock,Transportation
CHS,Chico's FAS Inc. Common Stock,Consumer Services
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,Consumer Services
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,Consumer Services
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,Consumer Services
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,Consumer Services
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,Consumer Services
CHT,Chunghwa Telecom Co. Ltd.,Public Utilities
CHTR,Charter Communications Inc. Class A Common Stock New,Consumer Services
CHUY,Chuy's Holdings Inc. Common Stock,Consumer Services
CHW,Calamos Global Dynamic Income Fund Common Stock,
CHWY,Chewy Inc. Class A Common Stock,Consumer Services
CHX,ChampionX Corporation Common Stock ,Technology
CHY,Calamos Convertible and High Income Fund Common Stock,
CI,Cigna Corporation Common Stock,Health Care
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),Finance
CIB,BanColombia S.A. Common Stock,Finance
CIDM,Cinedigm Corp. Class A Common Stock,Consumer Services
CIEN,Ciena Corporation Common Stock,Public Utilities
CIF,MFS Intermediate High Income Fund Common Stock,
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Public Utilities
CIGI,Colliers International Group Inc. Subordinate Voting Shares,Finance
CIH,China Index Holdings Limited American Depository Shares,Technology
CII,Blackrock Capital and Income Fund Inc.,
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,
CIM,Chimera Investment Corporation Common Stock,Consumer Services
CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,
CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,
CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,
CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,
CINF,Cincinnati Financial Corporation Common Stock,Finance
CINR,Ciner Resources LP Common Units representing Limited Partner Interests,Basic Industries
CIO,City Office REIT Inc. Common Stock,Consumer Services
CIO^A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock,
CIR,CIRCOR International Inc. Common Stock,Capital Goods
CIT,CIT Group Inc (DEL) Common Stock,Finance
CIT^B,CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock Series B,
CIVB,Civista Bancshares Inc. Common Stock,Finance
CIX,CompX International Inc. Common Stock,Capital Goods
CIXX,CI Financial Corp. Common Shares,Finance
CIZN,Citizens Holding Company Common Stock,Finance
CJJD,China Jo-Jo Drugstores Inc. Common Stock,Health Care
CKH,SEACOR Holdings Inc. Common Stock,Transportation
CKPT,Checkpoint Therapeutics Inc. Common Stock,Health Care
CKX,CKX Lands Inc. Common Stock,Energy
CL,Colgate-Palmolive Company Common Stock,Consumer Non-Durables
CLAR,Clarus Corporation Common Stock,Consumer Non-Durables
CLAS,Class Acceleration Corp. Class A Common Stock,Finance
CLB,Core Laboratories N.V. Common Stock,Energy
CLBK,Columbia Financial Inc. Common Stock,Finance
CLBS,Caladrius Biosciences Inc. Common Stock,Health Care
CLDB,Cortland Bancorp Common Stock,Finance
CLDR,Cloudera Inc. Common Stock,Technology
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,Consumer Services
CLDX,Celldex Therapeutics Inc.,Health Care
CLEU,China Liberal Education Holdings Limited Ordinary Shares,Consumer Services
CLF,Cleveland-Cliffs Inc. Common Stock,Basic Industries
CLFD,Clearfield Inc. Common Stock,Public Utilities
CLGN,CollPlant Biotechnologies Ltd American Depositary Shares,
CLGX,CoreLogic Inc. Common Stock,Technology
CLH,Clean Harbors Inc. Common Stock,Basic Industries
CLI,Mack-Cali Realty Corporation Common Stock,Consumer Services
CLII,Climate Change Crisis Real Impact I Acquisition Corporation Class A Common Stock,Consumer Services
CLIM,Climate Real Impact Solutions II Acquisition Corporation Class A Common Stock,Finance
CLIR,ClearSign Technologies Corporation Common Stock,Capital Goods
CLLS,Cellectis S.A. American Depositary Shares,Health Care
CLM,Cornerstone Strategic Value Fund Inc. New Common Stock,
CLMT,Calumet Specialty Products Partners L.P. Common Units,Energy
CLNC,Colony Credit Real Estate Inc. Class A Common Stock,Consumer Services
CLNE,Clean Energy Fuels Corp. Common Stock,Public Utilities
CLNN,Clene Inc. Common Stock,Health Care
CLNNW,Clene Inc. Warrant,Health Care
CLNY,Colony Capital Inc.,Consumer Services
CLNY^G,Colony Capital Inc. 7.50% Series G cumulative redeemable perpetual preferred stock,
CLNY^H,Colony Capital Inc. 7.125% Series H cumulative redeemable perpetual preferred stock,
CLNY^I,Colony Capital Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock,
CLNY^J,Colony Capital Inc. 7.125% Series J Cumulative Redeemable Perpetual Preferred Stock,
CLOV,Clover Health Investments Corp. Class A Common Stock,Health Care
CLOVW,Clover Health Investments Corp. Warrants,Health Care
CLPR,Clipper Realty Inc. Common Stock,Consumer Services
CLPS,CLPS Incorporation Common Stock,Technology
CLPT,ClearPoint Neuro Inc. Common Stock,Health Care
CLR,Continental Resources Inc. Common Stock,Energy
CLRB,Cellectar Biosciences Inc.  Common Stock,Health Care
CLRBZ,Cellectar Biosciences Inc. Series A Warrants,Health Care
CLRM,Clarim Acquisition Corp. Class A Common Stock,Finance
CLRMU,Clarim Acquisition Corp. Unit,Finance
CLRO,ClearOne Inc. (DE) Common Stock,Public Utilities
CLS,Celestica Inc. Common Stock,Technology
CLSD,Clearside Biomedical Inc. Common Stock,Health Care
CLSK,CleanSpark Inc. Common Stock,Technology
CLSN,Celsion Corporation Common Stock,Health Care
CLVR,Clever Leaves Holdings Inc. Common Shares,Health Care
CLVRW,Clever Leaves Holdings Inc. Warrant,Health Care
CLVS,Clovis Oncology Inc. Common Stock,Health Care
CLVT,Clarivate Plc Ordinary Shares,Technology
CLW,Clearwater Paper Corporation Common Stock,Basic Industries
CLWT,Euro Tech Holdings Company Limited Common Stock,Consumer Durables
CLX,Clorox Company (The) Common Stock,Consumer Durables
CLXT,Calyxt Inc. Common Stock,Basic Industries
CM,Canadian Imperial Bank of Commerce Common Stock,Finance
CMA,Comerica Incorporated Common Stock,Finance
CMBM,Cambium Networks Corporation Ordinary Shares,Technology
CMC,Commercial Metals Company Common Stock,Basic Industries
CMCL,Caledonia Mining Corporation Plc Common Shares,Basic Industries
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares,Technology
CMCO,Columbus McKinnon Corporation Common Stock,Capital Goods
CMCSA,Comcast Corporation Class A Common Stock,Consumer Services
CMCT,CIM Commercial Trust Corporation Common stock,Consumer Services
CMD,Cantel Medical Corp. Common Stock,Health Care
CME,CME Group Inc. Class A Common Stock,Finance
CMFNL,CM Finance Inc 6.125% Notes due 2023,
CMG,Chipotle Mexican Grill Inc. Common Stock,Consumer Services
CMI,Cummins Inc. Common Stock,Energy
CMIIU,CM Life Sciences II Inc. Unit,Finance
CMLF,CM Life Sciences Inc. Class A Common Stock,Finance
CMLFU,CM Life Sciences Inc. Unit,Finance
CMLFW,CM Life Sciences Inc. Warrant,Finance
CMLS,Cumulus Media Inc. Class A Common Stock,Consumer Services
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,Health Care
CMO,Capstead Mortgage Corporation Common Stock,Consumer Services
CMO^E,Capstead Mortgage Corporation Pfd Ser E,
CMP,Compass Minerals Intl Inc Common Stock,Basic Industries
CMPI,Checkmate Pharmaceuticals Inc. Common Stock,Health Care
CMPR,Cimpress plc Ordinary Shares (Ireland),Miscellaneous
CMPS,COMPASS Pathways Plc American Depository Shares,Health Care
CMRE,Costamare Inc. Common Stock $0.0001 par value,Transportation
CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),
CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),
CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,
CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,
CMRX,Chimerix Inc. Common Stock,Health Care
CMS,CMS Energy Corporation Common Stock,Public Utilities
CMS^B,CMS Energy Corporation Preferred Stock,Public Utilities
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,Public Utilities
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,Public Utilities
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,Public Utilities
CMT,Core Molding Technologies Inc Common Stock,Consumer Non-Durables
CMTL,Comtech Telecommunications Corp. Common Stock,Technology
CMU,MFS Municipal Income Trust Common Stock,
CNA,CNA Financial Corporation Common Stock,Finance
CNBKA,Century Bancorp Inc. Class A Common Stock,Finance
CNC,Centene Corporation Common Stock,Health Care
CNCE,Concert Pharmaceuticals Inc. Common Stock,Health Care
CND,Concord Acquisition Corp. Class A Common Stock,Finance
CNDT,Conduent Incorporated Common Stock ,Miscellaneous
CNET,ZW Data Action Technologies Inc. Common Stock,Technology
CNEY,CN Energy Group Inc. Ordinary Shares,Basic Industries
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,Finance
CNFR,Conifer Holdings Inc. Common Stock,Finance
CNFRL,Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023,Finance
CNHI,CNH Industrial N.V. Common Shares,Capital Goods
CNI,Canadian National Railway Company Common Stock,Transportation
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,Consumer Services
CNMD,CONMED Corporation Common Stock,Health Care
CNNB,Cincinnati Bancorp Inc. Common Stock,Finance
CNNE,Cannae Holdings Inc. Common Stock,Consumer Services
CNO,CNO Financial Group Inc. Common Stock,Finance
CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,
CNOB,ConnectOne Bancorp Inc. Common Stock,Finance
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,Public Utilities
CNP^B,CenterPoint Energy Inc. Depositary Shares Each Representing a 1/20th Interest in a Share of 7.00% Series B Mandatory Convertible Preferred Stock,
CNQ,Canadian Natural Resources Limited Common Stock,Energy
CNR,Cornerstone Building Brands Inc. Common Stock,Capital Goods
CNS,Cohen & Steers Inc Common Stock,Finance
CNSL,Consolidated Communications Holdings Inc. Common Stock,Public Utilities
CNSP,CNS Pharmaceuticals Inc. Common Stock,Health Care
CNST,Constellation Pharmaceuticals Inc. Common Stock,Health Care
CNTB,Connect Biopharma Holdings Limited American Depositary Shares,Health Care
CNTG,Centogene N.V. Common Shares,Health Care
CNTY,Century Casinos Inc. Common Stock,Consumer Services
CNX,CNX Resources Corporation Common Stock,Energy
CNXC,Concentrix Corporation Common Stock,Miscellaneous
CNXN,PC Connection Inc. Common Stock,Consumer Services
CO,Global Cord Blood Corporation Common Stock,Health Care
COCP,Cocrystal Pharma Inc. Common Stock,Health Care
CODA,Coda Octopus Group Inc. Common stock,Capital Goods
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,Consumer Durables
CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,
CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,
CODX,Co-Diagnostics Inc. Common Stock,Health Care
COE,China Online Education Group American depositary shares each representing 15 Class A ordinary shares,Consumer Services
COF,Capital One Financial Corporation Common Stock,Finance
COF^G,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series G,
COF^H,Capital One Financial Corporation Depositary Shares Each Representing 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series H,
COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,
COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,
COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,
COFS,ChoiceOne Financial Services Inc. Common Stock,Finance
COG,Cabot Oil & Gas Corporation Common Stock,Energy
COGT,Cogent Biosciences Inc. Common Stock,Health Care
COHN,Cohen & Company Inc.,Finance
COHR,Coherent Inc. Common Stock,Capital Goods
COHU,Cohu Inc. Common Stock,Capital Goods
COKE,Coca-Cola Consolidated Inc. Common Stock,Consumer Non-Durables
COLB,Columbia Banking System Inc. Common Stock,Finance
COLD,Americold Realty Trust Common Shares,Consumer Services
COLIU,Colicity Inc. Units,Finance
COLL,Collegium Pharmaceutical Inc. Common Stock,Health Care
COLM,Columbia Sportswear Company Common Stock,Consumer Non-Durables
COMM,CommScope Holding Company Inc. Common Stock,Technology
